station_id,date,min_temp,max_temp,weather
43367,12-Aug,26.0,29.0,Generally cloudy sky with one or two spells of rain or thundershowers
43367,13-Aug,25.0,29.0,Generally cloudy sky with one or two spells of rain or thundershowers
43367,14-Aug,25.0,28.0,Generally cloudy sky with a few spells of rain or thundershowers
43367,15-Aug,27.0,28.0,Generally cloudy sky with a few spells of rain or thundershowers
43367,16-Aug,26.0,30.0,Generally cloudy sky with one or two spells of rain or thundershowers
43367,17-Aug,27.0,30.0,Generally cloudy sky with possibility of rain or Thunderstorm
43367,18-Aug,27.0,30.0,Generally cloudy sky with possibility of rain or Thunderstorm
43309,12-Aug,27.0,30.0,Generally cloudy sky with one or two spells of rain or thundershowers
43309,13-Aug,27.0,30.0,Generally cloudy sky with one or two spells of rain or thundershowers
43309,14-Aug,27.0,31.0,Generally cloudy sky with a few spells of rain or thundershowers
43309,15-Aug,26.0,30.0,Generally cloudy sky with a few spells of rain or thundershowers
43309,16-Aug,26.0,30.0,Generally cloudy sky with one or two spells of rain or thundershowers
43309,17-Aug,27.0,29.0,Generally cloudy sky with possibility of rain or Thunderstorm
43309,18-Aug,27.0,30.0,Generally cloudy sky with possibility of rain or Thunderstorm
43382,12-Aug,26.0,29.0,Generally cloudy sky with one or two spells of rain or thundershowers
43382,13-Aug,26.0,29.0,Generally cloudy sky with one or two spells of rain or thundershowers
43382,14-Aug,25.0,28.0,Generally cloudy sky with a few spells of rain or thundershowers
43382,15-Aug,26.0,29.0,Generally cloudy sky with a few spells of rain or thundershowers
43382,16-Aug,26.0,29.0,Generally cloudy sky with one or two spells of rain or thundershowers
43382,17-Aug,27.0,28.0,Generally cloudy sky with possibility of rain or Thunderstorm
43382,18-Aug,27.0,28.0,Generally cloudy sky with possibility of rain or Thunderstorm
43333,12-Aug,26.0,31.0,Generally cloudy sky with one or two spells of rain or thundershowers
43333,13-Aug,25.0,30.0,Generally cloudy sky with one or two spells of rain or thundershowers
43333,14-Aug,25.0,30.0,Generally cloudy sky with a few spells of rain or thundershowers
43333,15-Aug,25.0,29.0,Generally cloudy sky with one or two spells of rain or thundershowers
43333,16-Aug,25.0,29.0,Generally cloudy sky with one or two spells of rain or thundershowers
43333,17-Aug,26.0,29.0,Generally cloudy sky with possibility of rain or Thunderstorm
43333,18-Aug,25.0,30.0,Generally cloudy sky with possibility of rain or Thunderstorm
99369,12-Aug,26.0,35.0,Generally cloudy sky with one or two spells of rain or thundershowers
99369,13-Aug,26.0,35.0,Generally cloudy sky with one or two spells of rain or thundershowers
99369,14-Aug,26.0,35.0,Generally cloudy sky with Light rain
99369,15-Aug,27.0,36.0,Generally cloudy sky with Light rain
99369,16-Aug,27.0,36.0,Generally cloudy sky with Light rain
99369,17-Aug,27.0,36.0,Rain
99369,18-Aug,27.0,36.0,Rain
43176,12-Aug,99.9,36.0,Generally cloudy sky with Light rain
43176,13-Aug,24.0,36.0,Generally cloudy sky with Light rain
43176,14-Aug,24.0,36.0,Generally cloudy sky with Light rain
43176,15-Aug,25.0,37.0,Generally cloudy sky with Light rain
43176,16-Aug,25.0,37.0,Generally cloudy sky with one or two spells of rain or thundershowers
43176,17-Aug,25.0,37.0,Generally cloudy sky with possibility of rain or Thunderstorm
43176,18-Aug,26.0,37.0,Generally cloudy sky with possibility of rain or Thunderstorm
43237,12-Aug,25.0,33.0,Generally cloudy sky with one or two spells of rain or thundershowers
43237,13-Aug,25.0,33.0,Generally cloudy sky with one or two spells of rain or thundershowers
43237,14-Aug,25.0,33.0,Generally cloudy sky with Light rain
43237,15-Aug,26.0,34.0,Generally cloudy sky with Light rain
43237,16-Aug,26.0,34.0,Generally cloudy sky with Light rain
43237,17-Aug,26.0,34.0,Generally cloudy sky with possibility of rain or Thunderstorm
43237,18-Aug,26.0,35.0,Generally cloudy sky with possibility of rain or Thunderstorm
99364,12-Aug,25.0,34.0,Generally cloudy sky with Light rain
99364,13-Aug,25.0,34.0,Generally cloudy sky with Light rain
99364,14-Aug,25.0,34.0,Generally cloudy sky with Light rain
99364,15-Aug,26.0,35.0,Generally cloudy sky with Light rain
99364,16-Aug,26.0,35.0,Generally cloudy sky with Light rain
99364,17-Aug,26.0,35.0,Generally cloudy sky with possibility of rain or Thunderstorm
99364,18-Aug,26.0,35.0,Generally cloudy sky with possibility of rain or Thunderstorm
43220,12-Aug,23.0,33.0,Generally cloudy sky with one or two spells of rain or thundershowers
43220,13-Aug,23.0,33.0,Generally cloudy sky with one or two spells of rain or thundershowers
43220,14-Aug,24.0,33.0,Generally cloudy sky with Light rain
43220,15-Aug,24.0,34.0,Generally cloudy sky with Light rain
43220,16-Aug,25.0,34.0,Generally cloudy sky with Light rain
43220,17-Aug,25.0,34.0,Rain
43220,18-Aug,25.0,35.0,Rain
43241,12-Aug,26.0,32.0,Generally cloudy sky with one or two spells of rain or thundershowers
43241,13-Aug,26.0,32.0,Generally cloudy sky with one or two spells of rain or thundershowers
43241,14-Aug,26.0,32.0,Generally cloudy sky with Light rain
43241,15-Aug,25.0,33.0,Generally cloudy sky with Light rain
43241,16-Aug,25.0,33.0,Generally cloudy sky with Light rain
43241,17-Aug,25.0,33.0,Generally cloudy sky with possibility of rain or Thunderstorm
43241,18-Aug,25.0,34.0,Generally cloudy sky with possibility of rain or Thunderstorm
99368,12-Aug,26.0,37.0,Generally cloudy sky with one or two spells of rain or thundershowers
99368,13-Aug,26.0,37.0,Generally cloudy sky with one or two spells of rain or thundershowers
99368,14-Aug,26.0,37.0,Generally cloudy sky with Light rain
99368,15-Aug,27.0,38.0,Generally cloudy sky with Light rain
99368,16-Aug,27.0,38.0,Generally cloudy sky with Light rain
99368,17-Aug,27.0,38.0,Rain
99368,18-Aug,27.0,38.0,Rain
99366,12-Aug,99.9,36.0,Generally cloudy sky with Light rain
99366,13-Aug,24.0,36.0,Generally cloudy sky with Light rain
99366,14-Aug,24.0,36.0,Generally cloudy sky with Light rain
99366,15-Aug,25.0,37.0,Generally cloudy sky with Light rain
99366,16-Aug,25.0,37.0,Generally cloudy sky with one or two spells of rain or thundershowers
99366,17-Aug,25.0,37.0,Generally cloudy sky with possibility of rain or Thunderstorm
99366,18-Aug,26.0,37.0,Generally cloudy sky with possibility of rain or Thunderstorm
43189,12-Aug,26.0,36.0,Generally cloudy sky with one or two spells of rain or thundershowers
43189,13-Aug,26.0,36.0,Generally cloudy sky with one or two spells of rain or thundershowers
43189,14-Aug,26.0,36.0,Generally cloudy sky with Light rain
43189,15-Aug,27.0,37.0,Generally cloudy sky with Light rain
43189,16-Aug,27.0,37.0,Generally cloudy sky with Light rain
43189,17-Aug,27.0,37.0,Generally cloudy sky with possibility of rain or Thunderstorm
43189,18-Aug,27.0,37.0,Generally cloudy sky with possibility of rain or Thunderstorm
99362,12-Aug,26.0,36.0,Generally cloudy sky with one or two spells of rain or thundershowers
99362,13-Aug,26.0,36.0,Generally cloudy sky with one or two spells of rain or thundershowers
99362,14-Aug,26.0,36.0,Generally cloudy sky with Light rain
99362,15-Aug,27.0,37.0,Generally cloudy sky with Light rain
99362,16-Aug,27.0,37.0,Generally cloudy sky with Light rain
99362,17-Aug,27.0,37.0,Generally cloudy sky with possibility of rain or Thunderstorm
99362,18-Aug,27.0,37.0,Generally cloudy sky with possibility of rain or Thunderstorm
43105,12-Aug,26.0,35.0,Generally cloudy sky with one or two spells of rain or thundershowers
43105,13-Aug,26.0,35.0,Generally cloudy sky with one or two spells of rain or thundershowers
43105,14-Aug,26.0,35.0,Generally cloudy sky with Light rain
43105,15-Aug,27.0,36.0,Generally cloudy sky with Light rain
43105,16-Aug,27.0,36.0,Generally cloudy sky with one or two spells of rain or thundershowers
43105,17-Aug,27.0,36.0,Generally cloudy sky with possibility of rain or Thunderstorm
43105,18-Aug,27.0,36.0,Generally cloudy sky with possibility of rain or Thunderstorm
43243,12-Aug,27.0,36.0,Generally cloudy sky with one or two spells of rain or thundershowers
43243,13-Aug,27.0,36.0,Generally cloudy sky with one or two spells of rain or thundershowers
43243,14-Aug,27.0,36.0,Generally cloudy sky with Light rain
43243,15-Aug,28.0,37.0,Generally cloudy sky with Light rain
43243,16-Aug,28.0,37.0,Generally cloudy sky with Light rain
43243,17-Aug,28.0,37.0,Rain
43243,18-Aug,28.0,37.0,Rain
43213,12-Aug,25.0,34.0,Generally cloudy sky with Light rain
43213,13-Aug,25.0,34.0,Generally cloudy sky with Light rain
43213,14-Aug,25.0,34.0,Generally cloudy sky with Light rain
43213,15-Aug,26.0,35.0,Generally cloudy sky with Light rain
43213,16-Aug,26.0,35.0,Generally cloudy sky with Light rain
43213,17-Aug,26.0,35.0,Rain
43213,18-Aug,26.0,35.0,Rain
43185,12-Aug,25.0,35.0,Generally cloudy sky with one or two spells of rain or thundershowers
43185,13-Aug,25.0,35.0,Generally cloudy sky with one or two spells of rain or thundershowers
43185,14-Aug,25.0,35.0,Generally cloudy sky with Light rain
43185,15-Aug,26.0,36.0,Generally cloudy sky with Light rain
43185,16-Aug,26.0,36.0,Generally cloudy sky with Light rain
43185,17-Aug,26.0,36.0,Generally cloudy sky with possibility of rain or Thunderstorm
43185,18-Aug,26.0,36.0,Generally cloudy sky with possibility of rain or Thunderstorm
43187,12-Aug,24.0,36.0,Generally cloudy sky with one or two spells of rain or thundershowers
43187,13-Aug,24.0,36.0,Generally cloudy sky with one or two spells of rain or thundershowers
43187,14-Aug,24.0,36.0,Generally cloudy sky with Light rain
43187,15-Aug,25.0,37.0,Generally cloudy sky with Light rain
43187,16-Aug,25.0,37.0,Generally cloudy sky with Light rain
43187,17-Aug,25.0,37.0,Generally cloudy sky with possibility of rain or Thunderstorm
43187,18-Aug,26.0,37.0,Generally cloudy sky with possibility of rain or Thunderstorm
43245,12-Aug,28.0,35.0,Generally cloudy sky with one or two spells of rain or thundershowers
43245,13-Aug,28.0,35.0,Generally cloudy sky with one or two spells of rain or thundershowers
43245,14-Aug,28.0,35.0,Generally cloudy sky with Light rain
43245,15-Aug,29.0,36.0,Generally cloudy sky with Light rain
43245,16-Aug,28.0,36.0,Generally cloudy sky with Light rain
43245,17-Aug,27.0,36.0,Rain
43245,18-Aug,27.0,36.0,Rain
99365,12-Aug,28.0,35.0,Generally cloudy sky with one or two spells of rain or thundershowers
99365,13-Aug,28.0,35.0,Generally cloudy sky with one or two spells of rain or thundershowers
99365,14-Aug,28.0,35.0,Generally cloudy sky with Light rain
99365,15-Aug,29.0,36.0,Generally cloudy sky with Light rain
99365,16-Aug,28.0,36.0,Generally cloudy sky with Light rain
99365,17-Aug,27.0,36.0,Rain
99365,18-Aug,27.0,36.0,Rain
43221,12-Aug,26.0,37.0,Generally cloudy sky with one or two spells of rain or thundershowers
43221,13-Aug,26.0,37.0,Generally cloudy sky with one or two spells of rain or thundershowers
43221,14-Aug,26.0,37.0,Generally cloudy sky with Light rain
43221,15-Aug,27.0,38.0,Generally cloudy sky with Light rain
43221,16-Aug,27.0,38.0,Generally cloudy sky with Light rain
43221,17-Aug,27.0,38.0,Rain
43221,18-Aug,27.0,38.0,Rain
43275,12-Aug,26.0,35.0,Generally cloudy sky with one or two spells of rain or thundershowers
43275,13-Aug,26.0,35.0,Generally cloudy sky with one or two spells of rain or thundershowers
43275,14-Aug,26.0,35.0,Generally cloudy sky with Light rain
43275,15-Aug,27.0,36.0,Generally cloudy sky with Light rain
43275,16-Aug,27.0,36.0,Generally cloudy sky with Light rain
43275,17-Aug,27.0,36.0,Generally cloudy sky with possibility of rain or Thunderstorm
43275,18-Aug,27.0,36.0,Generally cloudy sky with possibility of rain or Thunderstorm
43147,12-Aug,28.0,38.0,Generally cloudy sky with one or two spells of rain or thundershowers
43147,13-Aug,28.0,38.0,Generally cloudy sky with one or two spells of rain or thundershowers
43147,14-Aug,28.0,38.0,Generally cloudy sky with Light rain
43147,15-Aug,29.0,39.0,Generally cloudy sky with Light rain
43147,16-Aug,29.0,39.0,Generally cloudy sky with Light rain
43147,17-Aug,29.0,39.0,Generally cloudy sky with possibility of rain or Thunderstorm
43147,18-Aug,28.0,38.0,Generally cloudy sky with possibility of rain or Thunderstorm
99370,12-Aug,26.0,32.0,Generally cloudy sky with one or two spells of rain or thundershowers
99370,13-Aug,26.0,32.0,Generally cloudy sky with one or two spells of rain or thundershowers
99370,14-Aug,26.0,32.0,Generally cloudy sky with Light rain
99370,15-Aug,25.0,33.0,Generally cloudy sky with Light rain
99370,16-Aug,25.0,33.0,Generally cloudy sky with Light rain
99370,17-Aug,25.0,33.0,Generally cloudy sky with possibility of rain or Thunderstorm
99370,18-Aug,25.0,34.0,Generally cloudy sky with possibility of rain or Thunderstorm
99363,12-Aug,24.0,36.0,Generally cloudy sky with one or two spells of rain or thundershowers
99363,13-Aug,24.0,36.0,Generally cloudy sky with one or two spells of rain or thundershowers
99363,14-Aug,24.0,36.0,Generally cloudy sky with Light rain
99363,15-Aug,25.0,37.0,Generally cloudy sky with Light rain
99363,16-Aug,25.0,37.0,Generally cloudy sky with Light rain
99363,17-Aug,25.0,37.0,Generally cloudy sky with possibility of rain or Thunderstorm
99363,18-Aug,26.0,37.0,Generally cloudy sky with possibility of rain or Thunderstorm
43181,12-Aug,26.0,37.0,Generally cloudy sky with Light rain
43181,13-Aug,26.0,37.0,Generally cloudy sky with Light rain
43181,14-Aug,26.0,37.0,Generally cloudy sky with Light rain
43181,15-Aug,27.0,38.0,Generally cloudy sky with Light rain
43181,16-Aug,27.0,38.0,Generally cloudy sky with one or two spells of rain or thundershowers
43181,17-Aug,27.0,38.0,Generally cloudy sky with possibility of rain or Thunderstorm
43181,18-Aug,27.0,38.0,Generally cloudy sky with possibility of rain or Thunderstorm
43150,12-Aug,28.0,34.0,Generally cloudy sky with one or two spells of rain or thundershowers
43150,13-Aug,28.0,34.0,Generally cloudy sky with one or two spells of rain or thundershowers
43150,14-Aug,28.0,34.0,Generally cloudy sky with Light rain
43150,15-Aug,29.0,35.0,Generally cloudy sky with Light rain
43150,16-Aug,29.0,35.0,Generally cloudy sky with Light rain
43150,17-Aug,29.0,35.0,Generally cloudy sky with possibility of rain or Thunderstorm
43150,18-Aug,28.0,35.0,Generally cloudy sky with possibility of rain or Thunderstorm
99367,12-Aug,26.0,35.0,Generally cloudy sky with one or two spells of rain or thundershowers
99367,13-Aug,26.0,35.0,Generally cloudy sky with one or two spells of rain or thundershowers
99367,14-Aug,26.0,35.0,Generally cloudy sky with Light rain
99367,15-Aug,27.0,36.0,Generally cloudy sky with Light rain
99367,16-Aug,27.0,36.0,Generally cloudy sky with one or two spells of rain or thundershowers
99367,17-Aug,27.0,36.0,Generally cloudy sky with possibility of rain or Thunderstorm
99367,18-Aug,27.0,36.0,Rain
30002,12-Aug,17.0,24.0,Generally cloudy sky with one or two spells of rain or thundershowers
30002,13-Aug,17.0,24.0,Partly cloudy sky with one or two spells of rain or thundershowers
30002,14-Aug,18.0,26.0,Partly cloudy sky with one or two spells of rain or thundershowers
30002,15-Aug,18.0,26.0,Partly cloudy sky with one or two spells of rain or thundershowers
30002,16-Aug,18.0,26.0,Partly cloudy sky with one or two spells of rain or thundershowers
30002,17-Aug,19.0,27.0,Rain or Thundershowers
30002,18-Aug,19.0,27.0,Rain or Thundershowers
42308,12-Aug,23.0,32.0,Generally cloudy sky with one or two spells of rain or thundershowers
42308,13-Aug,23.0,32.0,Generally cloudy sky with one or two spells of rain or thundershowers
42308,14-Aug,24.0,33.0,Partly cloudy sky with one or two spells of rain or thundershowers
42308,15-Aug,24.0,33.0,Partly cloudy sky with one or two spells of rain or thundershowers
42308,16-Aug,24.0,33.0,Partly cloudy sky with one or two spells of rain or thundershowers
42308,17-Aug,25.0,34.0,Rain or Thundershowers
42308,18-Aug,25.0,34.0,Rain or Thundershowers
101012,12-Aug,21.0,28.0,Generally cloudy sky with one or two spells of rain or thundershowers
101012,13-Aug,21.0,28.0,Generally cloudy sky with one or two spells of rain or thundershowers
101012,14-Aug,22.0,28.0,Partly cloudy sky with one or two spells of rain or thundershowers
101012,15-Aug,22.0,28.0,Partly cloudy sky with one or two spells of rain or thundershowers
101012,16-Aug,22.0,29.0,Partly cloudy sky with one or two spells of rain or thundershowers
101012,17-Aug,22.0,29.0,Rain or Thundershowers
101012,18-Aug,22.0,29.0,Rain or Thundershowers
101013,12-Aug,21.0,27.0,Generally cloudy sky with one or two spells of rain or thundershowers
101013,13-Aug,21.0,27.0,Generally cloudy sky with one or two spells of rain or thundershowers
101013,14-Aug,22.0,28.0,Partly cloudy sky with one or two spells of rain or thundershowers
101013,15-Aug,22.0,28.0,Partly cloudy sky with one or two spells of rain or thundershowers
101013,16-Aug,22.0,29.0,Partly cloudy sky with one or two spells of rain or thundershowers
101013,17-Aug,22.0,29.0,Rain or Thundershowers
101013,18-Aug,22.0,29.0,Rain or Thundershowers
99372,12-Aug,23.0,32.0,Generally cloudy sky with one or two spells of rain or thundershowers
99372,13-Aug,23.0,32.0,Generally cloudy sky with one or two spells of rain or thundershowers
99372,14-Aug,23.0,31.0,Partly cloudy sky with one or two spells of rain or thundershowers
99372,15-Aug,23.0,31.0,Partly cloudy sky with one or two spells of rain or thundershowers
99372,16-Aug,23.0,31.0,Partly cloudy sky with one or two spells of rain or thundershowers
99372,17-Aug,23.0,31.0,Rain or Thundershowers
99372,18-Aug,23.0,31.0,Rain or Thundershowers
99371,12-Aug,25.0,30.0,Generally cloudy sky with one or two spells of rain or thundershowers
99371,13-Aug,26.0,31.0,Generally cloudy sky with one or two spells of rain or thundershowers
99371,14-Aug,26.0,32.0,Generally cloudy sky with one or two spells of rain or thundershowers
99371,15-Aug,26.0,32.0,Partly cloudy sky with one or two spells of rain or thundershowers
99371,16-Aug,26.0,33.0,Partly cloudy sky with one or two spells of rain or thundershowers
99371,17-Aug,26.0,33.0,Rain or Thundershowers
99371,18-Aug,26.0,33.0,Rain or Thundershowers
42220,12-Aug,24.0,30.0,Generally cloudy sky with one or two spells of rain or thundershowers
42220,13-Aug,24.0,30.0,Generally cloudy sky with one or two spells of rain or thundershowers
42220,14-Aug,24.0,29.0,Generally cloudy sky with one or two spells of rain or thundershowers
42220,15-Aug,24.0,29.0,Partly cloudy sky with one or two spells of rain or thundershowers
42220,16-Aug,25.0,29.0,Partly cloudy sky with one or two spells of rain or thundershowers
42220,17-Aug,25.0,30.0,Rain or Thundershowers
42220,18-Aug,25.0,30.0,Rain or Thundershowers
101027,12-Aug,24.0,31.0,Generally cloudy sky with one or two spells of rain or thundershowers
101027,13-Aug,24.0,31.0,Generally cloudy sky with one or two spells of rain or thundershowers
101027,14-Aug,24.0,31.0,Partly cloudy sky with one or two spells of rain or thundershowers
101027,15-Aug,25.0,32.0,Partly cloudy sky with one or two spells of rain or thundershowers
101027,16-Aug,25.0,32.0,Partly cloudy sky with one or two spells of rain or thundershowers
101027,17-Aug,26.0,33.0,Rain or Thundershowers
101027,18-Aug,26.0,33.0,Rain or Thundershowers
101039,12-Aug,24.0,31.0,Generally cloudy sky with one or two spells of rain or thundershowers
101039,13-Aug,24.0,31.0,Generally cloudy sky with one or two spells of rain or thundershowers
101039,14-Aug,24.0,31.0,Partly cloudy sky with one or two spells of rain or thundershowers
101039,15-Aug,25.0,32.0,Partly cloudy sky with one or two spells of rain or thundershowers
101039,16-Aug,25.0,32.0,Partly cloudy sky with one or two spells of rain or thundershowers
101039,17-Aug,26.0,33.0,Rain or Thundershowers
101039,18-Aug,26.0,33.0,Rain or Thundershowers
30001,12-Aug,13.0,21.0,Generally cloudy sky with one or two spells of rain or thundershowers
30001,13-Aug,13.0,21.0,Generally cloudy sky with one or two spells of rain or thundershowers
30001,14-Aug,12.0,22.0,Partly cloudy sky with one or two spells of rain or thundershowers
30001,15-Aug,12.0,22.0,Partly cloudy sky with one or two spells of rain or thundershowers
30001,16-Aug,14.0,22.0,Partly cloudy sky with one or two spells of rain or thundershowers
30001,17-Aug,14.0,23.0,Rain or Thundershowers
30001,18-Aug,14.0,23.0,Rain or Thundershowers
99373,12-Aug,13.0,18.0,Generally cloudy sky with one or two spells of rain or thundershowers
99373,13-Aug,12.0,18.0,Generally cloudy sky with one or two spells of rain or thundershowers
99373,14-Aug,12.0,19.0,Partly cloudy sky with one or two spells of rain or thundershowers
99373,15-Aug,13.0,19.0,Partly cloudy sky with one or two spells of rain or thundershowers
99373,16-Aug,13.0,19.0,Partly cloudy sky with one or two spells of rain or thundershowers
99373,17-Aug,12.0,19.0,Rain or Thundershowers
99373,18-Aug,12.0,19.0,Rain or Thundershowers
99374,12-Aug,26.0,35.0,Generally cloudy sky with one or two spells of rain or thundershowers
99374,13-Aug,26.0,35.0,Generally cloudy sky with one or two spells of rain or thundershowers
99374,14-Aug,25.0,35.0,Partly cloudy sky with one or two spells of rain or thundershowers
99374,15-Aug,25.0,36.0,Partly cloudy sky with one or two spells of rain or thundershowers
99374,16-Aug,26.0,36.0,Partly cloudy sky with one or two spells of rain or thundershowers
99374,17-Aug,26.0,36.0,Rain or Thundershowers
99374,18-Aug,26.0,36.0,Rain or Thundershowers
40001,12-Aug,26.0,35.0,Generally cloudy sky with one or two spells of rain or thundershowers
40001,13-Aug,26.0,35.0,Generally cloudy sky with one or two spells of rain or thundershowers
40001,14-Aug,25.0,35.0,Partly cloudy sky with one or two spells of rain or thundershowers
40001,15-Aug,25.0,36.0,Partly cloudy sky with one or two spells of rain or thundershowers
40001,16-Aug,26.0,36.0,Partly cloudy sky with one or two spells of rain or thundershowers
40001,17-Aug,26.0,36.0,Rain or Thundershowers
40001,18-Aug,26.0,36.0,Rain or Thundershowers
99375,12-Aug,26.0,35.0,Generally cloudy sky with one or two spells of rain or thundershowers
99375,13-Aug,26.0,35.0,Generally cloudy sky with one or two spells of rain or thundershowers
99375,14-Aug,25.0,35.0,Partly cloudy sky with one or two spells of rain or thundershowers
99375,15-Aug,25.0,36.0,Partly cloudy sky with one or two spells of rain or thundershowers
99375,16-Aug,26.0,36.0,Partly cloudy sky with one or two spells of rain or thundershowers
99375,17-Aug,26.0,36.0,Rain or Thundershowers
99375,18-Aug,26.0,36.0,Rain or Thundershowers
99376,12-Aug,25.0,32.0,Partly cloudy sky with one or two spells of rain or thundershowers
99376,13-Aug,25.0,32.0,Partly cloudy sky with one or two spells of rain or thundershowers
99376,14-Aug,25.0,31.0,Partly cloudy sky with one or two spells of rain or thundershowers
99376,15-Aug,25.0,31.0,Partly cloudy sky with one or two spells of rain or thundershowers
99376,16-Aug,25.0,32.0,Partly cloudy sky with one or two spells of rain or thundershowers
99376,17-Aug,25.0,32.0,Rain or Thundershowers
99376,18-Aug,25.0,32.0,Rain or Thundershowers
42406,12-Aug,27.0,33.0,Generally cloudy sky with one or two spells of rain or thundershowers
42406,13-Aug,27.0,33.0,Generally cloudy sky with one or two spells of rain or thundershowers
42406,14-Aug,26.0,33.0,Partly cloudy sky with one or two spells of rain or thundershowers
42406,15-Aug,26.0,34.0,Partly cloudy sky with one or two spells of rain or thundershowers
42406,16-Aug,26.0,34.0,Partly cloudy sky with one or two spells of rain or thundershowers
42406,17-Aug,26.0,34.0,Rain or Thundershowers
42406,18-Aug,26.0,34.0,Rain or Thundershowers
99378,12-Aug,27.0,33.0,Generally cloudy sky with one or two spells of rain or thundershowers
99378,13-Aug,27.0,33.0,Generally cloudy sky with one or two spells of rain or thundershowers
99378,14-Aug,26.0,33.0,Partly cloudy sky with one or two spells of rain or thundershowers
99378,15-Aug,26.0,34.0,Partly cloudy sky with one or two spells of rain or thundershowers
99378,16-Aug,26.0,34.0,Partly cloudy sky with one or two spells of rain or thundershowers
99378,17-Aug,26.0,34.0,Rain or Thundershowers
99378,18-Aug,26.0,34.0,Rain or Thundershowers
42314,12-Aug,25.0,31.0,Generally cloudy sky with one or two spells of rain or thundershowers
42314,13-Aug,25.0,31.0,Generally cloudy sky with one or two spells of rain or thundershowers
42314,14-Aug,24.0,32.0,Generally cloudy sky with one or two spells of rain or thundershowers
42314,15-Aug,24.0,32.0,Partly cloudy sky with one or two spells of rain or thundershowers
42314,16-Aug,25.0,33.0,Partly cloudy sky with one or two spells of rain or thundershowers
42314,17-Aug,25.0,33.0,Rain or Thundershowers
42314,18-Aug,25.0,33.0,Rain or Thundershowers
99379,12-Aug,26.0,31.0,Generally cloudy sky with one or two spells of rain or thundershowers
99379,13-Aug,25.0,31.0,Generally cloudy sky with one or two spells of rain or thundershowers
99379,14-Aug,25.0,31.0,Partly cloudy sky with one or two spells of rain or thundershowers
99379,15-Aug,26.0,31.0,Partly cloudy sky with one or two spells of rain or thundershowers
99379,16-Aug,26.0,31.0,Partly cloudy sky with one or two spells of rain or thundershowers
99379,17-Aug,26.0,31.0,Rain or Thundershowers
99379,18-Aug,26.0,31.0,Rain or Thundershowers
42407,12-Aug,27.0,33.0,Generally cloudy sky with one or two spells of rain or thundershowers
42407,13-Aug,27.0,33.0,Generally cloudy sky with one or two spells of rain or thundershowers
42407,14-Aug,26.0,33.0,Partly cloudy sky with one or two spells of rain or thundershowers
42407,15-Aug,26.0,34.0,Partly cloudy sky with one or two spells of rain or thundershowers
42407,16-Aug,26.0,34.0,Partly cloudy sky with one or two spells of rain or thundershowers
42407,17-Aug,26.0,34.0,Rain or Thundershowers
42407,18-Aug,26.0,34.0,Rain or Thundershowers
42420,12-Aug,25.0,32.0,Generally cloudy sky with one or two spells of rain or thundershowers
42420,13-Aug,25.0,32.0,Generally cloudy sky with one or two spells of rain or thundershowers
42420,14-Aug,25.0,33.0,Partly cloudy sky with one or two spells of rain or thundershowers
42420,15-Aug,26.0,33.0,Partly cloudy sky with one or two spells of rain or thundershowers
42420,16-Aug,26.0,34.0,Partly cloudy sky with one or two spells of rain or thundershowers
42420,17-Aug,26.0,34.0,Rain or Thundershowers
42420,18-Aug,26.0,34.0,Rain or Thundershowers
42410,12-Aug,27.0,35.0,Generally cloudy sky with one or two spells of rain or thundershowers
42410,13-Aug,27.0,35.0,Generally cloudy sky with one or two spells of rain or thundershowers
42410,14-Aug,26.0,35.0,Partly cloudy sky with one or two spells of rain or thundershowers
42410,15-Aug,26.0,36.0,Partly cloudy sky with one or two spells of rain or thundershowers
42410,16-Aug,27.0,36.0,Partly cloudy sky with one or two spells of rain or thundershowers
42410,17-Aug,27.0,36.0,Rain or Thundershowers
42410,18-Aug,27.0,36.0,Rain or Thundershowers
99979,12-Aug,28.0,36.0,Generally cloudy sky with one or two spells of rain or thundershowers
99979,13-Aug,28.0,36.0,Generally cloudy sky with one or two spells of rain or thundershowers
99979,14-Aug,27.0,36.0,Partly cloudy sky with one or two spells of rain or thundershowers
99979,15-Aug,27.0,37.0,Partly cloudy sky with one or two spells of rain or thundershowers
99979,16-Aug,28.0,37.0,Partly cloudy sky with one or two spells of rain or thundershowers
99979,17-Aug,28.0,37.0,Rain or Thundershowers
99979,18-Aug,28.0,37.0,Rain or Thundershowers
99987,12-Aug,27.0,35.0,Generally cloudy sky with one or two spells of rain or thundershowers
99987,13-Aug,27.0,35.0,Generally cloudy sky with one or two spells of rain or thundershowers
99987,14-Aug,26.0,35.0,Partly cloudy sky with one or two spells of rain or thundershowers
99987,15-Aug,26.0,36.0,Partly cloudy sky with one or two spells of rain or thundershowers
99987,16-Aug,27.0,36.0,Partly cloudy sky with one or two spells of rain or thundershowers
99987,17-Aug,27.0,36.0,Rain or Thundershowers
99987,18-Aug,27.0,36.0,Rain or Thundershowers
99380,12-Aug,26.0,32.0,Partly cloudy sky with one or two spells of rain or thundershowers
99380,13-Aug,26.0,32.0,Partly cloudy sky with one or two spells of rain or thundershowers
99380,14-Aug,26.0,34.0,Partly cloudy sky with one or two spells of rain or thundershowers
99380,15-Aug,27.0,34.0,Partly cloudy sky with one or two spells of rain or thundershowers
99380,16-Aug,27.0,35.0,Partly cloudy sky with one or two spells of rain or thundershowers
